Date,Open
2012-01-01,1.253469263
2012-01-02,-1.161748793
2012-01-03,-0.977822174
2012-01-04,-0.497239718
2012-01-05,-0.213269652
2012-01-06,0.125289979
2012-01-07,2.19896921
2012-01-08,-1.882139979
2012-01-09,0.184698295
2012-01-10,-0.164124062
2012-01-11,-2.389965382
2012-01-12,-0.240886242
2012-01-13,0.640589464
2012-01-14,-0.494288773
2012-01-15,1.670721141
2012-01-16,0.813997949
2012-01-17,1.077764841
2012-01-18,-0.093217142
2012-01-19,-0.395253195
2012-01-20,-0.542330048
2012-01-22,0.859604751
2012-01-23,0.712534196
2012-01-24,-0.049726852
2012-01-25,0.150656631
2012-01-26,1.415883323
2012-01-27,-0.129167942
2012-01-29,-1.275431097
2012-01-30,0.172840699
2012-01-31,1.601982464
2012-02-01,0.423563512
2012-02-02,-0.710598201
2012-02-03,0.237800523
2012-02-04,0.139532037
2012-02-06,1.01450605
2012-02-07,-0.531617366
2012-02-08,0.567161426
2012-02-09,0.814262841
2012-02-10,0.135393688
2012-02-11,1.686379758
2012-02-12,-1.465026202
2012-02-13,0.453064574
2012-02-14,0.578705381
2012-02-15,0.53623609
2012-02-16,0.319484979
2012-02-17,-1.121666672
2012-02-18,-0.968625843
2012-02-19,0.119795296
2012-02-20,1.515599804
2012-02-21,0.783786111
2012-02-22,-0.159978605
2012-02-23,-1.374498059
2012-02-24,-0.06738541
2012-02-25,-0.289609078
2012-02-26,-0.770352948
2012-02-27,-0.005596765
2012-02-28,0.864832139
2012-02-29,-0.121989328
2012-03-01,0.380127082
2012-03-02,0.597464091
2012-03-03,-0.426882979
2012-03-04,-0.664916293
2012-03-05,0.439061892
2012-03-06,0.295022296
2012-03-07,0.143111924
2012-03-08,-0.713152515
2012-03-09,-0.58364064
2012-03-10,1.055141738
2012-03-11,-0.748856147
2012-03-12,0.669378645
2012-03-13,1.343888743
2012-03-14,-0.095510111
2012-03-15,-0.856130131
2012-03-16,0.654720388
2012-03-17,0.946510078
2012-03-18,-0.652727135
2012-03-19,-1.122708885
2012-03-20,0.345111994
2012-03-21,0.055263238
2012-03-22,-0.323527428
2012-03-23,-0.912895428
2012-03-24,0.498509746
2012-03-25,0.319830958
2012-03-26,-1.151601518
2012-03-27,-0.283905185
2012-03-28,-1.097413873
2012-03-29,-0.835766024
2012-03-30,-0.24621422
2012-03-31,-0.030178236
2012-04-01,0.217216833
2012-04-02,0.272847976
2012-04-03,-0.672001985
2012-04-04,0.567103099
2012-04-05,0.330390219
2012-04-06,-0.680438495
2012-04-07,1.724615918
2012-04-08,1.960405566
2012-04-09,-0.66379452
2012-04-10,-1.438909488
2012-04-11,0.387832973
2012-04-12,-0.550495485
2012-04-13,-0.137655394
2012-04-14,-2.291414222
2012-04-15,-1.173453214
2012-04-16,-0.455144812
2012-04-17,-0.075388531
2012-04-18,-0.03196548
2012-04-19,-0.36980596
2012-04-20,-0.274084665
2012-04-21,1.024867341
2012-04-22,0.719518551
2012-04-23,0.292283938
2012-04-24,-1.213873338
2012-04-25,0.041180532
2012-04-26,-1.279288722
2012-04-27,-0.094811154
2012-04-28,-0.674508456
2012-04-29,-0.53088049
2012-04-30,-0.227422811
2012-05-01,0.787352066
2012-05-02,0.476891028
2012-05-03,0.51720298
2012-05-04,0.597912304
2012-05-05,2.177668885
2012-05-06,0.364059479
2012-05-07,-0.445204955
2012-05-08,0.645637212
2012-05-09,1.246748897
2012-05-10,0.759145381
2012-05-11,0.501552193
2012-05-12,0.801667866
2012-05-13,-0.253848948
2012-05-14,1.390975063
2012-05-15,-0.206960633
2012-05-16,-0.61395432
2012-05-17,0.004837283
2012-05-18,-0.490266442
2012-05-19,-0.978502451
2012-05-20,0.932870229
2012-05-21,-0.00432808
2012-05-22,0.815642212
2012-05-23,0.607348579
2012-05-24,-0.029252172
2012-05-25,0.305632891
2012-05-26,-0.100627885
2012-05-27,0.462756022
2012-05-28,0.250498384
2012-05-29,0.249810944
2012-05-30,0.125537827
2012-05-31,-0.902674143
2012-06-01,0.48830731
2012-06-02,1.654848022
2012-06-03,0.338172786
2012-06-04,-0.892986021
2012-06-05,-0.450501649
2012-06-06,-0.530102813
2012-06-07,-0.688396396
2012-06-08,-0.188447557
2012-06-09,2.250089991
2012-06-10,-2.742343718
2012-06-11,0.536573183
2012-06-12,-0.060534764
2012-06-13,-0.22860109
2012-06-14,1.014103111
2012-06-15,0.32150601
2012-06-16,1.02871782
2012-06-17,1.667734704
2012-06-18,-0.715027902
2012-06-19,0.055378152
2012-06-20,-0.536219863
2012-06-21,0.32779919
2012-06-22,-0.397988014
2012-06-23,0.456695757
2012-06-24,-0.721511531
2012-06-25,0.443147538
2012-06-26,-2.174817723
2012-06-27,0.372135787
2012-06-28,-1.344630375
2012-06-29,0.820820555
2012-06-30,1.211004553
2012-07-01,0.338172786
2012-07-02,0.90334518
2012-07-03,1.196664491
2012-07-04,1.902003013
2012-07-05,-0.209065128
2012-07-06,-0.333207433
2012-07-07,-0.017316497
2012-07-08,0.359517954
2012-07-09,-1.637706741
2012-07-10,-0.18325918
2012-07-11,0.334573157
2012-07-12,0.533585147
2012-07-13,0.130985447
2012-07-14,2.116389487
2012-07-15,1.19998395
2012-07-16,0.488173762
2012-07-17,-0.101252482
2012-07-18,-1.576933606
2012-07-19,-1.153105454
2012-07-20,-2.05342534
2012-07-21,-1.373420275
2012-07-22,-1.885404905
2012-07-23,-0.317421288
2012-07-24,-0.529842814
2012-07-25,0.373895528
2012-07-26,-0.896936263
2012-07-27,0.036657226
2012-07-28,0.036603871
2012-07-29,0.478558315
2012-07-30,-0.740976876
2012-07-31,0.813255243
2012-08-01,-0.111467822
2012-08-02,0.003058942
2012-08-03,1.008585312
2012-08-05,-1.923329692
2012-08-06,-1.962140397
2012-08-07,-0.654943219
2012-08-08,0.519606715
2012-08-09,-1.517118324
2012-08-10,1.284475241
2012-08-11,-0.452221653
2012-08-12,2.041517205
2012-08-13,0.193330573
2012-08-14,0.078080227
2012-08-15,0.745914336
2012-08-16,-0.430571853
2012-08-17,1.174636563
2012-08-18,0.278822806
2012-08-19,0.511983441
2012-08-20,-1.282856558
2012-08-21,0.517956315
2012-08-22,1.399527211
2012-08-23,1.051395818
2012-08-24,0.165311915
2012-08-25,1.241896953
2012-08-26,0.886869167
2012-08-27,0.237680489
2012-08-28,0.860694473
2012-08-29,-0.26425832
2012-08-30,-0.851464587
2012-08-31,0.171574191
2012-09-01,-0.012948068
2012-09-02,-4.122967361
2012-09-03,1.325286128
2012-09-04,-0.111467822
2012-09-05,-0.011057882
2012-09-06,-1.304337905
2012-09-07,-0.06738541
2012-09-08,-1.496811835
2012-09-09,-1.201410695
2012-09-10,-0.580180052
2012-09-11,-1.460245506
2012-09-12,-2.132163293
2012-09-13,-0.314170278
2012-09-14,-0.285941527
2012-09-15,0.965883877
2012-09-16,2.486129152
2012-09-17,0.466892715
2012-09-18,0.074088379
2012-09-19,0.090994052
2012-09-20,0.310059637
2012-09-21,-0.345020569
2012-09-23,-0.148497049
2012-09-24,1.309777445
2012-09-25,1.015326514
2012-09-26,-1.44148061
2012-09-27,0.387414253
2012-09-28,0.264177621
2012-09-30,-2.036114512
2012-10-01,-0.46629511
2012-10-02,-0.901332285
2012-10-03,-0.239232102
2012-10-04,-0.578625279
2012-10-05,0.524431831
2012-10-06,0.751722275
2012-10-07,1.960405566
2012-10-08,-0.022223027
2012-10-09,-0.407120023
2012-10-10,-0.951202917
2012-10-11,0.613300204
2012-10-12,0.359253781
2012-10-13,-1.081280897
2012-10-14,-0.307518551
2012-10-15,-0.496428044
2012-10-16,1.250678725
2012-10-17,0.469590598
2012-10-18,-1.273098963
2012-10-19,0.279978117
2012-10-21,0.147854973
2012-10-22,0.128510847
2012-10-23,0.144101993
2012-10-24,-0.060188281
2012-10-25,0.37137638
2012-10-26,-0.044407608
2012-10-27,-0.177591441
